epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.6517493724822998,0.0010000000474974513,1.204656720161438,0.8362244963645935,0.6871741414070129
1,0.7425752878189087,0.0010000000474974513,0.8924952149391174,0.8265306353569031,0.7186069488525391
2,0.7601708769798279,0.0010000000474974513,0.8532677888870239,0.8140305876731873,0.7701815366744995
3,0.7779190540313721,0.0010000000474974513,0.8283585906028748,0.8500000238418579,0.7182983160018921
4,0.8034988045692444,0.0005000000237487257,0.7608076333999634,0.856632649898529,0.6837461590766907
5,0.8199756145477295,0.0005000000237487257,0.7303956747055054,0.8719387650489807,0.6358613967895508
6,0.8197721838951111,0.0005000000237487257,0.7077047824859619,0.8793367147445679,0.6115474700927734
7,0.8242473602294922,0.0005000000237487257,0.6870832443237305,0.8709183931350708,0.6343180537223816
8,0.8261798024177551,0.0005000000237487257,0.6811965107917786,0.8829081654548645,0.5980436205863953
9,0.8343164920806885,0.0005000000237487257,0.6783418655395508,0.8821428418159485,0.6143820881843567
10,0.835638701915741,0.0005000000237487257,0.6590455770492554,0.8734694123268127,0.6184002757072449
11,0.84250408411026,0.0005000000237487257,0.6463727951049805,0.8854591846466064,0.5895315408706665
12,0.8439788222312927,0.0005000000237487257,0.6367822885513306,0.8849489688873291,0.5985556840896606
13,0.8446907997131348,0.0005000000237487257,0.6362835168838501,0.8836734890937805,0.6114999055862427
14,0.8470809459686279,0.0005000000237487257,0.6325606107711792,0.8665816187858582,0.6422425508499146
15,0.860506534576416,0.0002500000118743628,0.5928531885147095,0.8852040767669678,0.5948957800865173
16,0.8621847033500671,0.0002500000118743628,0.5755413174629211,0.8895407915115356,0.5752324461936951
17,0.86971116065979,0.0002500000118743628,0.5573464035987854,0.8852040767669678,0.5810528993606567
18,0.8665581941604614,0.0002500000118743628,0.5510860681533813,0.8926020264625549,0.5565333962440491
19,0.8730675578117371,0.0002500000118743628,0.5359084010124207,0.8857142925262451,0.5711191892623901
