epoch,acc,learning_rate,loss,val_acc,val_loss
64,1.0,3.906249901319825e-07,0.00211919192224741,0.9561224579811096,0.23830460011959076
65,1.0,3.906249901319825e-07,0.0020955149084329605,0.9561224579811096,0.2364652454853058
66,1.0,3.906249901319825e-07,0.0020922631956636906,0.955867350101471,0.23586273193359375
67,1.0,3.906249901319825e-07,0.0020331174600869417,0.9563775658607483,0.23614005744457245
68,1.0,1.9531249506599124e-07,0.0020174796227365732,0.956632673740387,0.23560380935668945
69,1.0,1.9531249506599124e-07,0.001997062936425209,0.9563775658607483,0.23751060664653778
70,1.0,1.9531249506599124e-07,0.0019911944400519133,0.9568877816200256,0.23809008300304413
71,1.0,1.9531249506599124e-07,0.0019771349616348743,0.9563775658607483,0.24177266657352448
72,1.0,1.9531249506599124e-07,0.0019684010185301304,0.9563775658607483,0.24169175326824188
73,1.0,9.765624753299562e-08,0.0019627565052360296,0.9571428298950195,0.2400282621383667
74,1.0,9.765624753299562e-08,0.0019524908857420087,0.956632673740387,0.24252650141716003
75,1.0,9.765624753299562e-08,0.0019530105637386441,0.9571428298950195,0.23986975848674774
76,1.0,9.765624753299562e-08,0.0019425245700404048,0.956632673740387,0.23619620501995087
77,1.0,9.765624753299562e-08,0.0019378229044377804,0.9563775658607483,0.23994703590869904
78,1.0,4.882812376649781e-08,0.001934744999743998,0.956632673740387,0.24120314419269562
79,1.0,4.882812376649781e-08,0.0019293358782306314,0.955867350101471,0.23957985639572144
